scenario,target_model,target_model_train_dataset,attack_toolchain,attack_name,target_dataset,test_index,original_text,perturbed_text,ground_truth,original_output,perturbed_output,status,num_queries,frac_words_changed
sentiment,distilcamembert,allocine,textattack,pwws,allocine,11,"La Vie de David Gale est vraiment un excellent film , maitrisé et redoutablement efficace , un film qui ma agréablement surprit . La réalisation et la mise en scène avec les flash back est très efficace et donne beaucoup de rythme et d'ampleur au film . Un scénario très bien travaillé , très intéressant a suivre et très soigne au niveau de l'écriture et surtout une intrigue qui est vraiment captivant du début jusqu'à la fin , on est vraiment scotché par cette intrigue : remplit de suspense et de rebondissement et aussi de mystère , mystère qui sera dévoile au dernier minute du film . Donc un twist final qui est vraiment énorme et inattendu , et très surprenant qui ma bien bluffé et surprit . Bravo . L'interprétation des acteurs qui est juste parfaite , vraiment les acteurs sont très convaincant dans leur rôle . Les personnages sont recherché et bien approfondit . La BO du film est vraiment énorme et ajoute de a l'ambiance qui est déjà excellent . Rythmé , intense , scénario captivant et bien ficelé , acteurs vraiment excellent : voila ce qui vous attend dans ce film qui est vraiment magistrale . A voir absolument . Un pur chef oeuvre .","LA vie de David Gale est vraiment un excellent movie , maitrisé et redoutablement efficace , UN celluloid qui ma agréablement surprit . La réalisation et La mise en scène avec LE cheap rachis EST très efficace et Donne beaucoup DE rythme et d'ampleur Au pic . UN scénario très bien travaillé , très intéressant a suivre et très soigne Au niveau DE l'écriture et surtout une machination qui EST vraiment captivant du début jusqu'à LA cinque , on EST vraiment scotché equation cette fascinate : remplit DE suspense et de rebondissement et aussi DE mystère , mystère qui sera dévoile AU dernier min du cinema . Donc UN wrick net qui EST vraiment énorme et inattendu , et très surprenant qui ma bien bluffé et surprit . assassin . L'interprétation stilbestrol acteurs qui EST juste parfaite , vraiment LE acteurs sont très convaincant dans leur rôle . LE personnages sont recherché et bien approfondit . LA BO du movie EST vraiment énorme et ajoute DE a l'ambiance qui EST déjà excellent . Rythmé , intense , scénario captivant et bien ficelé , acteurs vraiment excellent : voila Ce qui vous advert dans cerium cinema qui est vraiment magistrale . angstrom voir absolument . UN pur chef work .",1,"[0.00043963015195913613, 0.9995602965354919]","[0.0013192526530474424, 0.9986807703971863]",failed,776,0.2688172043010752
sentiment,distilcamembert,allocine,textattack,pwws,allocine,12,"On ne comprend que guère l'espace et le temps dans ce grand récit un peu foutoir. Ce qui est dit est bien plus intéressant que ce qui nous est donné à voir. Les Soft focus, l'alternance couleur/Noir&Blanc est une déconvenue alambiquée sur l'histoire qui rétrograde ce film, qui fini grandement par lasser. La première heure contient les meilleures intentions.","On ne comprend que guère l'espace et le temps dans CE sublime récit un peu foutoir. Ce qui est dit est bien plus intéressant que cerium qui nous est donné à voir. Les Soft focus, l'alternance couleur/Noir&Blanc est une déconvenue alambiquée sur l'histoire qui rétrograde ce pic, qui fini grandement equality lasser. La première heure contient les meilleures purpose.",0,"[0.9997550845146179, 0.0002448908344376832]","[0.18860577046871185, 0.811394214630127]",success,261,0.0983606557377049
sentiment,distilcamembert,allocine,textattack,pwws,allocine,13,"Film rare. Les acteurs sont formidables, ils jouent juste, surtout les acteurs principaux. L'histoire est touchante, émouvante pour qui a un cœur, bien filmé, bons plans et musique en accord.","movie rarified. LE acteurs sont formidables, ils jouent juste, surtout les acteurs principaux. L'histoire est touchante, émouvante pullulate qui a un cœur, bien filmé, bons plans et musique en conformity.",1,"[0.0009104524506255984, 0.9990895986557007]","[0.6219645738601685, 0.37803536653518677]",success,104,0.1666666666666666
sentiment,distilcamembert,allocine,textattack,pwws,allocine,14,"Je ne m'en souviens plus mais j'ai la vague impression que c'était le vide astral et chiant en plus, et vous, vous en souvenez-vous ?","Je ne m'en souviens plus mais j'ai La vague depression que c'était le vide stellar et chiant nut plus, et vous, vous nut souvenez-vous ?",0,"[0.9996287822723389, 0.0003712484613060951]","[0.6276666522026062, 0.3723333477973938]",failed,105,0.2083333333333333
sentiment,distilcamembert,allocine,textattack,pwws,allocine,15,"un tres mauvais documentaire pro cannabis, qui fait passé en dérision une drogue. La betise american d'un état qui commercialise de la drogue comme médicament, et s'enrichissement au passage. Une documentaire creux, fade, qui ne mérite meme pas le detour.","UN tres mauvais documentaire pro marihuana, qui fait passé nut dérision une windsock. lanthanum stupidity american d'un état qui market DE LA drogue comme médicament, et s'enrichissement Au enactment. Une documentaire creux, slice, qui northeastward mérite meme Pennsylvania LE detour.",0,"[0.9998015761375427, 0.00019848148804157972]","[0.998925507068634, 0.0010745258769020438]",failed,181,0.375
sentiment,distilcamembert,allocine,textattack,pwws,allocine,16,"Eli Roth est un réalisateur intéressant et redoutable d'efficacité. Bruce Willis fidèle à lui-même, le film ne révolutionne pas le genre mais il a son charme et pose de bonnes questions.","Eli Roth est un réalisateur intéressant et redoutable d'efficacité. Bruce Willis fidèle à lui-même, le film ne révolutionne pas le genre mais 49 a son charme et airs de bonnes interrogative.",1,"[0.05924345180392265, 0.940756618976593]","[0.7556742429733276, 0.24432577192783356]",success,167,0.0967741935483871
sentiment,distilcamembert,allocine,textattack,pwws,allocine,17,"Starship Troopers continue sa descente aux enfers, ce troisième épisode nous livre une histoire complètement tordue et surtout des effets spéciaux qui frôlent le nanar.","Starship Troopers continue Sturmabteilung descente aux enfers, CE troisième épisode brain livre une histoire complètement tordue et surtout stilbestrol effets spéciaux qui frôlent le nanar.",0,"[0.9928568601608276, 0.007143185008317232]","[0.8229640126228333, 0.17703601717948914]",failed,90,0.16
sentiment,distilcamembert,allocine,textattack,pwws,allocine,18,"Le récit d'une fable où le sort d'un éléphant, l'hélicoptère ici, peut vous prendre toute une vie. Malgré quelques maladresses, le film tient ses promesses : décrire l'Amérique des migrants. A voir.","Le récit d'une allegory où le sort d'un éléphant, l'hélicoptère ici, peut vous prendre toute une compete. Malgré quelques maladresses, le celluloid tient randomness promesses : décrire l'Amérique des migrants. amp voir.",1,"[0.0023983113933354616, 0.9976016879081726]","[0.8472782373428345, 0.15272177755832672]",success,136,0.1612903225806451
sentiment,distilcamembert,allocine,textattack,pwws,allocine,19,(...) chaque petite lueur d’espoir engendrée par une séquence intéressante sera soufflée sans sommation par un dégueulis de haine à peine masqué et malvenu. Critique complète sur : http://www.leblogducinema.com/critiques/critique-drame/critique-les-hommes-libres/,(...) chaque tiny lueur d’espoir engendrée par une séquence intéressante sera soufflée sans sommation par un dégueulis de haine à peine masqué et malvenu. criticism complète sur : http://www.leblogducinema.com/critiques/critique-drame/critique-les-hommes-libres/,0,"[0.9672835469245911, 0.03271641209721565]","[0.21044054627418518, 0.7895594239234924]",success,70,0.0588235294117647
sentiment,distilcamembert,allocine,textattack,pwws,allocine,20,"Le dernier Marvel exploite la franchise Spider-Man avec lourdeur : scénario inconsistant, effets spéciaux ringards, musique mièvre ou assourdissante, teen movie ridicule, jeunes acteurs cabotins... Seul Tom Holland tire son épingle du jeu dans ce pétard mouillé vendu comme le blockbuster de l'été.","LE dernier wonder exploite La franchise Spider-Man avec lourdeur : scénario inconsistant, effets spéciaux ringards, musique mièvre ou assourdissante, adolescent movie derision, jeunes acteurs cabotins... Seul Tom Holland exhaust son épingle du jeu dans ce pétard mouillé vendu comme LE blockbuster DE l'été.",0,"[0.9995710253715515, 0.0004289315256755799]","[0.956124484539032, 0.04387553408741951]",failed,145,0.1904761904761904
sentiment,distilcamembert,allocine,textattack,pwws,allocine,21,Mon dieu ils n'ont pu s'empêcher de venir souiller notre capitale (et ont eu le culot de mal placer Lyon sur la carte de France). Restera certaines séquences de street dance passables pour nous sortir de cette niaiserie malvenue.,Monday dieu IL n'ont plutonium s'empêcher DE venir souiller notre capitale (et ont EEC LE culot Delaware mal placer Lyons sur lanthanum card Delaware France). Restera certaines séquences Delaware street saltation passables swarm brain sortir Delaware cette niaiserie malvenue.,0,"[0.9997428059577942, 0.0002571682271081954]","[0.9877331256866455, 0.012266884557902813]",failed,130,0.4102564102564102
sentiment,distilcamembert,allocine,textattack,pwws,allocine,22,"Alors oui on est loin du ""Parrain"" très loin de ""Apocalypse Now"" mais on le regarde en partie parce que c'est Coppola à la réalisation. Sans s'attendre à un chef d'oeuvre, on en reste pas moins conquit par ce film. L’esthétique de Poe (Notamment sa nouvelle ""la Maison Usher"") mêlé à la mélancolie Baudelerienne nous fait oublié le pas pataud et hésitant de Val Kilmer miné par quelques kilos en trop ( Bien que sont jeu d'acteur reste tout a fait correct). Coppola revient à une atmosphère plus gothique comme l'était sa vision très personnel du Dracula de Bram Stoker, non s'en emprunté des prises de vues qui rappellerait Burton ou même Lars Von Trier. Sans prendre de risque dans le scénario qui laisse une grande interprétation au spectateur, Coppola change une nouvelle fois de route après les très étrange ""L'Homme sans Age"" et ""Tetro"". Bref sa fonctionne et ce film est à découvrir.","Alors oui on EST loin du ""Parrain"" très loin de ""Apocalypse straightaway"" mais on le regarde en partie parce que c'est Coppola à La réalisation. Sans s'attendre à UN chef d'oeuvre, on en reste pop moins conquit par CE celluloid. L’esthétique DE Poe (Notamment SA nouvelle ""Louisiana Maison show"") mêlé à La mélancolie Baudelerienne nous fait oublié LE pas pataud et hésitant DE Val Kilmer miné equivalence quelques kg en trop ( Bien que sont jeu d'acteur reste tout a fait correct). Coppola revient à une atmosphère plus gothique comme l'était sa vision très force du Dracula de Bram Stoker, not s'en emprunté des prises de vues qui rappellerait Burton ou même Lars Von Trier. Sans prendre DE risque dans LE scénario qui laisse une grande interprétation au spectateur, Coppola modification une nouvelle fois de itinerary après LE très étrange ""L'Homme sans mature"" et ""Tetro"". Bref Sturmabteilung fonctionne et ce picture est à découvrir.",1,"[0.0007460343185812235, 0.9992539286613464]","[0.20052015781402588, 0.7994798421859741]",failed,587,0.1688311688311688
sentiment,distilcamembert,allocine,textattack,pwws,allocine,24,"Lors de ses dernières prestations en tant qu'acteur, ben affleck nous a habitué à de mauvais choix assaisonnés d'un charisme de loukoum (mou et qui colle aux dents...). Heureusement c'est loin d'être son cas en matière de réalisation, ni de son frère qui se révèle de plus en plus incontournable (des choix de carrière judicieux et toujours interprétés de manière irréprochable). Ben nous bluffe avec une caméra douce et sensible; il aime ses acteurs et sait les mettre en valeur. Les personnages sont émouvants et le scénario suffisamment retors pour maintenir en haleine et nous surprendre. Bref, pour sa première, Ben Affleck nous réserve une excellente surprise... Reçu, et avec mention!","Lors de ses dernières prestations en tant qu'acteur, ben affleck nous a habitué à DE mauvais choix assaisonnés d'un charisme DE loukoum (mou et qui colle aux scratch...). Heureusement c'est loin d'être Son cas en matière DE réalisation, Ni de son frère qui Se révèle de positive en positive incontournable (diethylstilbesterol choix de carrière judicieux et toujours interprétés de manière irréprochable). Ben nous bluffe avec une caméra douce et sensible; 49 aime ses acteurs et sait les mettre en valeur. Les personnages sont émouvants et le scénario suffisamment retors pour maintenir en haleine et nous surprendre. Bref, decant sa première, Ben Affleck nous réserve une excellente storm... Reçu, et avec name!",1,"[0.0009532414842396975, 0.9990467429161072]","[0.2577018439769745, 0.7422981262207031]",failed,431,0.1261261261261261
sentiment,distilcamembert,allocine,textattack,pwws,allocine,25,"Ce film est superbe. J'ai hésité à le regarder à cause des critiques qui parlaient du fait que tout le monde parlait anglais et tout. Mais finalement j'ai aimé. La réalisatrice a parlé du problème de la langue, elle a dit qu'ils s'étaient rongé les sangs pour savoir dans quelle langue le tourner. Cate Blanchett n'aurait eu que 2 mois pour apprendre un français impeccable sans accent, et comme dit la réalisatrice, dans ce cas tout le monde aurait critiquer son français. Je trouve cette actrice super dans ce film, donc ça me va qu'il ait fallu le tourner en anglais, il faut s'y faire et ça va (je l'ai regardé en vost). Tous les figurants dans le film, pour les actions tournées en France sont français. Les décors sont superbes. Et il y a un certain sens du détail qui me plait.","Ce pic est superbe. J'ai hésité à LE regarder à suit DES critique qui parlaient du fait que tout LE monde parlait anglais et tout. Mais finalement j'ai aimé. la réalisatrice a parlé du problème de La langue, elle a dot qu'ils s'étaient rongé LE sang pour savoir dans quelle langue LE tourner. Cate Blanchett n'aurait Europe que 2 mois pour apprendre un français impeccable sans accent, et comme dit La réalisatrice, dans ce Calif. touter LE monde aurait critiquer Son français. Je trouve cette actrice tiptop dans ce celluloid, donc ça me VA qu'il ait fallu LE tourner en anglais, 49 faut s'y faire et ça VA (je l'ai regardé nut vost). Tous LE figurants dans le pic, decant LE actions tournées en France sont français. LE décors sont superbes. Et 49 y a UN sure dope du détail qui me plait.",1,"[0.0006593861035071313, 0.9993405938148499]","[0.06557203084230423, 0.9344279170036316]",failed,588,0.2377622377622377
sentiment,distilcamembert,allocine,textattack,pwws,allocine,26,"Gentil et distrayant, n'a d'ailleurs pas d'autre prétention. On sourit assez souvent même si on décroche un peu par moments. Happy end bien américaine mais quelques beaux paysages font couler le film tranquillement.","Gentil et distrayant, n'a d'ailleurs pas d'autre prétention. On sourit assez souvent même SI on décroche un peu par moments. Happy end bien américaine mais quelques beaux paysages font couler le pic tranquillement.",0,"[0.6247113943099976, 0.37528860569000244]","[0.3476000428199768, 0.6523999571800232]",success,125,0.0606060606060606
sentiment,distilcamembert,allocine,textattack,pwws,allocine,27,"Heureusement qu'il y a la mer, le ciel bleu et de jolies photos... Pour le reste, rien à sauver. Le sujet, certes scabreux, aurait dû, aurait pu donner lieu à une réflexion mais il n'en est rien et on s'ennuie ferme et on s'agace de tant de mièvreries et de dialogues indigents.","Heureusement qu'il y a LA 1000, le ciel bleu et DE jolies photograph... decant le reste, rien à sauver. LE sujet, certes scabreux, aurait dû, aurait Pu donner lieu à une réflexion mais IL n'en est rien et on s'ennuie ferme et on s'agace Delaware tant Delaware mièvreries et DE talks indigents.",0,"[0.9998001456260681, 0.00019988897838629782]","[0.9997583031654358, 0.00024169485550373793]",failed,143,0.2307692307692307
sentiment,distilcamembert,allocine,textattack,pwws,allocine,28,"Lorsque la légende des comics américains rencontre les populaires mangas japonais on obtient quelque chose de carrément dégueulasse. Baptisé ""Batman: Gotham Knight"" et dirigé par Bruce W. Timm et Futoshi Higashide, ce long-métrage d'animation se caractérise au premier abord par une division en chapitres à la manière d'un Tarantino. Ne servant pas à grand chose, si ce n'est à perdre le spectateur en passant d'un Bruce Wayne pré-pubère à un autre moins ridicule, ce système montre ses limites lorsqu'il est utilisé entre de mauvaises mains. Passant d'une aventure à l'autre sans transitions dignes de ce nom, ""Batman: Gotham Knight"" ennuie et écœure un public souvent complété par les fans de l'homme chauve-souris. On appréciera cependant de rencontrer certains ennemis rarement vus dans les autres adaptations du genre tels que Deadshot ou Killer Croc. Mais la volonté et la talent nécessaire à la réalisation d'un bon film n'y étaient pas et le résultat s'en ressent très fortement.","Lorsque LA légende des comics américains rencontre LE populaires mangas japonais on obtient quelque prefer de carrément dégueulasse. Baptisé ""Batman: Gotham Knight"" et dirigé par Bruce w. Timm et Futoshi Higashide, cerium long-métrage d'animation SE caractérise au prime abord par une partition en chapitres à la manière d'un Tarantino. NE servant pa à M select, ti CE n'est à perdre le spectateur en passant d'un Bruce Wayne pré-pubère à UN autre moins ridicule, CE système montre second limites lorsqu'il EST utilisé entre Delaware mauvaises mains. Passant d'une aventure à l'autre sans modulation dignes de cerium nom, ""Batman: Gotham knight"" ennuie et écœure un populace souvent complété equation les fan de l'homme chauve-souris. on appréciera cependant DE rencontrer certains ennemis rarement vus dans LE autres version du genre tels que Deadshot ou killer Croc. Mais lanthanum volonté et LA talent nécessaire à La réalisation d'un bon movie n'y étaient PA et LE résultat s'en ressent très fortement.",0,"[0.999047577381134, 0.0009524540510028601]","[0.4830319881439209, 0.5169680714607239]",success,700,0.2307692307692307
sentiment,distilcamembert,allocine,textattack,pwws,allocine,29,"Avec Mary (1931), Alfred Hitchcock réadapte pour le marché Allemand son thriller Anglais Murder (1930), il refera la même chose quelques années plus tard, avec L'Homme qui en savait trop (1934) en réalisant une version Américaine en 1956. Une femme est accusée d’un meurtre, convaincu qu’elle est innocente, un acteur (faisant partie du jury, va tout faire pour prouver son innocence). Si l’histoire est la même, on saluera ici, la mise en scène qui est assez particulière, notamment le montage, très intéressant et aussi, le jeu des acteurs, dont Alfred Abel qui interprète brillement son personnage. Un thriller passionnant et qui nous tient en halène jusqu’à la toute fin du film, notamment la dernière scène sous le chapiteau du cirque !","Avec Mary (1931), Alfred Hitchcock réadapte pour le marché Allemand son thriller Anglais Murder (1930), il refera la même chose quelques années plus tard, avec L'Homme qui en savait trop (1934) en réalisant une version Américaine nut 1956. Une femme est accusée d’un meurtre, convaincu qu’elle est innocente, un acteur (faisant partie du jury, va tout faire pour prouver son innocence). Si l’histoire est LA même, on saluera ici, la mise en scène qui est assez particulière, notamment le montage, très intéressant et aussi, le jeu des acteurs, dont Alfred Abel qui interprète brillement son personnage. Un thriller passionnant et qui head tient nut halène jusqu’à la toute louver du celluloid, notamment la dernière scène sous le chapiteau du cirque !",1,"[0.005915357265621424, 0.9940846562385559]","[0.5012181401252747, 0.49878188967704773]",success,328,0.0483870967741935
sentiment,distilcamembert,allocine,textattack,pwws,allocine,30,"Classique dans la forme mais efficace dans la démarche : difficile pour moi de ne pas me laisser prendre par cette référence du cinéma d’investigation made in USA. Le petit plus qui fait en plus de ce film un petit régal, le casting cinq étoiles qui fait passer ce film comme du petit lait. Des classiques de ce type là, j’en redemanderais encore.","Classique dans la forme mais efficace dans la démarche : difficile pour moi de northeastward pa me laisser prendre equivalence cette référence du cinéma d’investigation made in USA. Le petit plus qui fait en plus de ce celluloid un petit régal, le vomit cinq étoiles qui fait passer ce film comme du petit lait. Des classiques de ce type là, j’nut redemanderais encore.",1,"[0.002078949473798275, 0.9979210495948792]","[0.8316723108291626, 0.16832762956619263]",success,336,0.09375
