scenario,target_model,target_model_train_dataset,attack_toolchain,attack_name,target_dataset,test_index,original_text,perturbed_text,ground_truth,original_output,perturbed_output,status,num_queries,frac_words_changed
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,11,"La Vie de David Gale est vraiment un excellent film , maitrisé et redoutablement efficace , un film qui ma agréablement surprit . La réalisation et la mise en scène avec les flash back est très efficace et donne beaucoup de rythme et d'ampleur au film . Un scénario très bien travaillé , très intéressant a suivre et très soigne au niveau de l'écriture et surtout une intrigue qui est vraiment captivant du début jusqu'à la fin , on est vraiment scotché par cette intrigue : remplit de suspense et de rebondissement et aussi de mystère , mystère qui sera dévoile au dernier minute du film . Donc un twist final qui est vraiment énorme et inattendu , et très surprenant qui ma bien bluffé et surprit . Bravo . L'interprétation des acteurs qui est juste parfaite , vraiment les acteurs sont très convaincant dans leur rôle . Les personnages sont recherché et bien approfondit . La BO du film est vraiment énorme et ajoute de a l'ambiance qui est déjà excellent . Rythmé , intense , scénario captivant et bien ficelé , acteurs vraiment excellent : voila ce qui vous attend dans ce film qui est vraiment magistrale . A voir absolument . Un pur chef oeuvre .","La Ve de David Gale et vraiment un excellent filmmaking , mai𝚝risé et redoutablement efficace , un film sont ma agréablement surprit . La réalisation y the mise en scène ɑvec les flash back est peu efficace and donne peu du rythme et d`ampleur ɑu cinema . Un scénario peu bien travaillé , peu intéressant a suivre et très soіgne au niveau de l`écriture y surtout une intrigue qսi est peu captivant the début jusqu`à the fin , on et peu scotché рar même intrigue : remplit for suspense and the rebondissement et aussi to mystère , mystère sont sera dévoile au dernier minutes the film . Donc un twist latter qui et trop énorme et inattedu , y peu surprenant qui ma bien bluffé and surprit . Bravo . L`interprétation des acteurs qui est juste parfaite , vraiment les acteurs sont très convaincant dans leur rôle . Les personnages être recherché et bien approfondit . Las BOU ԁu movies et vraiment énorme et ajоute de a l'ambiance qui est déjà excellent . Ryhtmé , intensive , scénario captivant et bien ficelé , acteurs vraiment excellent : voila ce who vous assisting pour this filmmaking qui est peu magistrale . another vоir absolument . World pur chief oeuѵre .",1,"[0.00043963015195913613, 0.9995602965354919]","[0.5070428848266602, 0.49295714497566223]",success,1232,0.3440860215053763
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,12,"On ne comprend que guère l'espace et le temps dans ce grand récit un peu foutoir. Ce qui est dit est bien plus intéressant que ce qui nous est donné à voir. Les Soft focus, l'alternance couleur/Noir&Blanc est une déconvenue alambiquée sur l'histoire qui rétrograde ce film, qui fini grandement par lasser. La première heure contient les meilleures intentions.","On ne comprend que guère l'espace et le temps dans ce grand récit worldwide peu foutoir. Ce qui est dit est bien plus intéressant que ce qui nous est donné à voir. Les Soft focus, l'alternance couleur/Noir&Blanc est une déconvenue alambiquée sur l'histoire qui rétrograde ce film, qui fini grandement par laѕser. La première heure contient les meilleures purposes.",0,"[0.9997550845146179, 0.0002448908344376832]","[0.488895446062088, 0.5111045837402344]",success,95,0.0491803278688524
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,13,"Film rare. Les acteurs sont formidables, ils jouent juste, surtout les acteurs principaux. L'histoire est touchante, émouvante pour qui a un cœur, bien filmé, bons plans et musique en accord.","Cinema rare. Pra aceurs tout fоrmidables, ils jouent donc, surtout les acteurs principaux. L'histоire est tоuchante, émouvante pour quі a un cœur, bien filmé, bons plans et musique en accrod.",1,"[0.0009104524506255984, 0.9990895986557007]","[0.6041804552078247, 0.39581960439682007]",success,133,0.3333333333333333
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,14,"Je ne m'en souviens plus mais j'ai la vague impression que c'était le vide astral et chiant en plus, et vous, vous en souvenez-vous ?","Je ne m'en souviens plus mais ja'i la vague impression que ϲ'était le vide astral еt ϲhiant еn pus, et vous, vous en souvenez-vous ?",0,"[0.9996287822723389, 0.0003712484613060951]","[0.4969196915626526, 0.5030803084373474]",success,71,0.25
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,15,"un tres mauvais documentaire pro cannabis, qui fait passé en dérision une drogue. La betise american d'un état qui commercialise de la drogue comme médicament, et s'enrichissement au passage. Une documentaire creux, fade, qui ne mérite meme pas le detour.","un tres mɑuvais documentaire pro cannabis, qui fait passé en dérision une drogue. La betise american d'un état qui commercialise de la drogue comme médicament, et s'enrichissement au passage. Une documentaire cr eux, dissipate, qui ne méri te meme pas le detour.",0,"[0.9998015761375427, 0.00019848148804157972]","[0.07629167288541794, 0.9237083196640015]",success,79,0.25
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,16,"Eli Roth est un réalisateur intéressant et redoutable d'efficacité. Bruce Willis fidèle à lui-même, le film ne révolutionne pas le genre mais il a son charme et pose de bonnes questions.","Eli Roth est un réalisateur intéressant et redoutable d'efficacité. Bruce Willis fidèle à lui-même, le film ne révolutionne pas le genre só il a son charme et pose de bonnes questions.",1,"[0.05924345180392265, 0.940756618976593]","[0.7234765887260437, 0.27652350068092346]",success,43,0.032258064516129
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,17,"Starship Troopers continue sa descente aux enfers, ce troisième épisode nous livre une histoire complètement tordue et surtout des effets spéciaux qui frôlent le nanar.","Starshp Troopers continue sa descente aux enfers, ce troisième épisode nous livre une histoire complètement tordue et surtout des effets spéciaux qui frôlent le ոanar.",0,"[0.9928568601608276, 0.007143185008317232]","[0.43435797095298767, 0.5656419992446899]",success,49,0.08
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,18,"Le récit d'une fable où le sort d'un éléphant, l'hélicoptère ici, peut vous prendre toute une vie. Malgré quelques maladresses, le film tient ses promesses : décrire l'Amérique des migrants. A voir.","Le récit d'une fable où le sort d'un éléphant, l'hélicoptère ici, peut vous prendre toute une vie. Malgré quelques malaԁresses, le film tient ses prоmesses : décrire l'Amérique des migrants. another vоir.",1,"[0.0023983113933354616, 0.9976016879081726]","[0.5996145009994507, 0.4003854990005493]",success,73,0.1290322580645161
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,19,(...) chaque petite lueur d’espoir engendrée par une séquence intéressante sera soufflée sans sommation par un dégueulis de haine à peine masqué et malvenu. Critique complète sur : http://www.leblogducinema.com/critiques/critique-drame/critique-les-hommes-libres/,(...) chaque petite lueur d’espoir engendrée par une séquence intéressante sera soufflée sans sommation par un dégueulis de haine à peine masqué et malvenu. Crіtique complète sur : http://www.leblogducinema.com/critiques/critique-drame/critique-les-hommes-libres/,0,"[0.9672835469245911, 0.03271641209721565]","[0.44006815552711487, 0.5599318742752075]",success,49,0.0294117647058823
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,20,"Le dernier Marvel exploite la franchise Spider-Man avec lourdeur : scénario inconsistant, effets spéciaux ringards, musique mièvre ou assourdissante, teen movie ridicule, jeunes acteurs cabotins... Seul Tom Holland tire son épingle du jeu dans ce pétard mouillé vendu comme le blockbuster de l'été.","Le dernier Marvel exploite la franchise Spider-Man avec lourԁeur : scénario inconsistant, effets spéciaux ringards, musique mièvre ou assourdissante, teen movie ridicule, jeunes acteurs cabotins... Solo Tom Holland tire son épingle du jeu dans ce pétard moսillé vendu comme le blockbuster de l'été.",0,"[0.9995710253715515, 0.0004289315256755799]","[0.22022633254528046, 0.7797737121582031]",success,74,0.0714285714285714
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,21,Mon dieu ils n'ont pu s'empêcher de venir souiller notre capitale (et ont eu le culot de mal placer Lyon sur la carte de France). Restera certaines séquences de street dance passables pour nous sortir de cette niaiserie malvenue.,Mon dieu ils n'ont pu s'epêcher de venir souiller notre capitale (et ont had the cuot of mal placer Lyon onto la crate to France). Restera certaines séquenes to street ԁance passabels puor noսs sotrir the ec niɑiserie malvenue.,0,"[0.9997428059577942, 0.0002571682271081954]","[0.40959054231643677, 0.590409517288208]",success,188,0.4615384615384615
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,22,"Alors oui on est loin du ""Parrain"" très loin de ""Apocalypse Now"" mais on le regarde en partie parce que c'est Coppola à la réalisation. Sans s'attendre à un chef d'oeuvre, on en reste pas moins conquit par ce film. L’esthétique de Poe (Notamment sa nouvelle ""la Maison Usher"") mêlé à la mélancolie Baudelerienne nous fait oublié le pas pataud et hésitant de Val Kilmer miné par quelques kilos en trop ( Bien que sont jeu d'acteur reste tout a fait correct). Coppola revient à une atmosphère plus gothique comme l'était sa vision très personnel du Dracula de Bram Stoker, non s'en emprunté des prises de vues qui rappellerait Burton ou même Lars Von Trier. Sans prendre de risque dans le scénario qui laisse une grande interprétation au spectateur, Coppola change une nouvelle fois de route après les très étrange ""L'Homme sans Age"" et ""Tetro"". Bref sa fonctionne et ce film est à découvrir.","Alors oui on est loin du ""Parrain"" très loin de ""Apocalypse Now"" mais on le regarde en partie parce que c'est Copрola à la réalisation. Sans s'attendre à un chf d'oeuvⲅe, on en reste faith ｍoins conquit par ce film. L’esthétique de Poe (Noatmment sa nouvelle ""la Maison Usher"") mêlé à la mélancolie Baudelerienne nous fait oubié le pas pataud et hésitant de Val Kilmer miné par quelques kilos en trop ( Bien aussi sont jeu d'acteur reste tout a accompli correct). Coppola revient à une atmosphère plus gothique comme l'était sa vision très personnel du Dracula de Bram Stoker, no s'en emprunté des prises de vues qui rappellerait Holbrook or même Lars Bong Sort. Sans prendre de risque dans le scénario qui laisse une grande interprétation au spectateur, Coppola change une nouvelle fois de route après les très étrange ""L'Homme sans Age"" et ""Tetro"". Bref sa fonctioոne et ec cinema est aux découvrir.",1,"[0.0007460343185812235, 0.9992539286613464]","[0.6564415693283081, 0.3435584008693695]",success,369,0.1168831168831168
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,24,"Lors de ses dernières prestations en tant qu'acteur, ben affleck nous a habitué à de mauvais choix assaisonnés d'un charisme de loukoum (mou et qui colle aux dents...). Heureusement c'est loin d'être son cas en matière de réalisation, ni de son frère qui se révèle de plus en plus incontournable (des choix de carrière judicieux et toujours interprétés de manière irréprochable). Ben nous bluffe avec une caméra douce et sensible; il aime ses acteurs et sait les mettre en valeur. Les personnages sont émouvants et le scénario suffisamment retors pour maintenir en haleine et nous surprendre. Bref, pour sa première, Ben Affleck nous réserve une excellente surprise... Reçu, et avec mention!","Lors de ses dernières prestations en tant qu'acteur, ben affleck nous a habitué à de mauvais choix assaisonnés d'un charisme de loukoum (mou et qui colle aux dents...). Heureusement c'est loin d'être son cas en matière de réalisation, ni de son frère qui se révèle de plus en plus incontournable (des choix de carrière judicieux et toujours interprétés de manière irréprochable). Ben nous bluffe avec une caméra douce et sensible; il aime ses acteurs et sait les mettre en valeur. Les personnages sont émouvants et le scénario suffisamment retors pour maintenir en haleine et nous surprendre. Bref, pour sa première, Ben Affleck nous réserve une excеllente amaze... Reçu, et avec mentioո!",1,"[0.0009532414842396975, 0.9990467429161072]","[0.5407471656799316, 0.45925283432006836]",success,155,0.027027027027027
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,25,"Ce film est superbe. J'ai hésité à le regarder à cause des critiques qui parlaient du fait que tout le monde parlait anglais et tout. Mais finalement j'ai aimé. La réalisatrice a parlé du problème de la langue, elle a dit qu'ils s'étaient rongé les sangs pour savoir dans quelle langue le tourner. Cate Blanchett n'aurait eu que 2 mois pour apprendre un français impeccable sans accent, et comme dit la réalisatrice, dans ce cas tout le monde aurait critiquer son français. Je trouve cette actrice super dans ce film, donc ça me va qu'il ait fallu le tourner en anglais, il faut s'y faire et ça va (je l'ai regardé en vost). Tous les figurants dans le film, pour les actions tournées en France sont français. Les décors sont superbes. Et il y a un certain sens du détail qui me plait.","Ce film est supeⲅbe. J`ai hésité à le regarder une cause des critique qui parlaient du fait que tout le monde parlait anglais et tout. Mais finalement j'ai aimé. Angeles réalisatrice a parlé de problème de ⅼa langue, elⅼe a di𝚝 qu`ils s`étaient rongé ⅼes sɑngs pour savoir avec what langue ⅼe 𝚝ourner. Lorena Blanchett n`aurait eu que 2 jours pour apprendre un français impeccable sans accen𝚝, y celle dit la réalisa𝚝rice, pour ce cas tou𝚝 ⅼe ｍonde aurait critiquer son francais. Je trouve une actrice awesome sous ce cinema, donc donc me vɑ qui'l ait fallu le tourner en anglais, he faut s'y faire und ça va (je la'i regardé pt vоst). Todos arp fiugrants sous du film, pour les actions tоurnées en France tout français. Les décоrs snot supebes. Et il y a un certain snes du dé tail comme me plait.",1,"[0.0006593861035071313, 0.9993405938148499]","[0.5139815807342529, 0.4860183894634247]",success,1151,0.3916083916083916
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,26,"Gentil et distrayant, n'a d'ailleurs pas d'autre prétention. On sourit assez souvent même si on décroche un peu par moments. Happy end bien américaine mais quelques beaux paysages font couler le film tranquillement.","Geոtil et distrayant, n'a d'ailleurs pas d'autre prétention. On sourit assez souvent même si on décroche un peu par moments. Happy end bien américaine mais quelques beaux paysages font couler le film tranquillement.",0,"[0.6247113943099976, 0.37528860569000244]","[0.1809169054031372, 0.8190831542015076]",success,46,0.0303030303030303
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,27,"Heureusement qu'il y a la mer, le ciel bleu et de jolies photos... Pour le reste, rien à sauver. Le sujet, certes scabreux, aurait dû, aurait pu donner lieu à une réflexion mais il n'en est rien et on s'ennuie ferme et on s'agace de tant de mièvreries et de dialogues indigents.","Heureusement qu'il y a la mer, le ciel bleu et de jolies photos... Pour li rsete, jamais à sauѵer. Le sujet, certes scabreux, aurait dû, aurait pu donner lieu à une réflexion mais il n'en est rien et on s'еnnuie fеrme et on ѕ'agace to tant de mіèvreries et de diaolgues indigents.",0,"[0.9998001456260681, 0.00019988897838629782]","[0.379024475812912, 0.6209754943847656]",success,183,0.1923076923076923
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,28,"Lorsque la légende des comics américains rencontre les populaires mangas japonais on obtient quelque chose de carrément dégueulasse. Baptisé ""Batman: Gotham Knight"" et dirigé par Bruce W. Timm et Futoshi Higashide, ce long-métrage d'animation se caractérise au premier abord par une division en chapitres à la manière d'un Tarantino. Ne servant pas à grand chose, si ce n'est à perdre le spectateur en passant d'un Bruce Wayne pré-pubère à un autre moins ridicule, ce système montre ses limites lorsqu'il est utilisé entre de mauvaises mains. Passant d'une aventure à l'autre sans transitions dignes de ce nom, ""Batman: Gotham Knight"" ennuie et écœure un public souvent complété par les fans de l'homme chauve-souris. On appréciera cependant de rencontrer certains ennemis rarement vus dans les autres adaptations du genre tels que Deadshot ou Killer Croc. Mais la volonté et la talent nécessaire à la réalisation d'un bon film n'y étaient pas et le résultat s'en ressent très fortement.","Lorsque la légende des comics américains rencontre les populaires mangas japonais on obtient quelque chose de carrément dégueulassе. Baptisé ""Batman: Gotham Knight"" et dirigé par Bruce W. Timm et Futoshi Higashide, ce long-métrage d'animation se caractérise au premier abord par une division en chapitres à la manière d'un Tarantino. Ne servant pas à grand chose, si ce n'est à perdre le spеctateur en passant d'un Bruce Wayne pré-pubère à un autre moins ridicule, ce système montre ses limites lorsqu'il est utilisé chez de mauvaises mains. Passant d'une aventure à l'autre sans transitions dignes de ce nom, ""Batman: Gotham Knight"" enոuie y écœure un public souvent comlété par les fans de l'homme chauve-souris. On appréciera cependant de rencnotrer certains ennemis rarement vus dans les autres adaptations du genre tels que Deadshot ou Killer Croc. Mais la volon𝚝é et la talent nécessaire à la réalisation d'un bon film n'y étaient pas et le résultat ѕ'en ressent très fortement.",0,"[0.999047577381134, 0.0009524540510028601]","[0.4967731237411499, 0.5032268166542053]",success,286,0.0576923076923076
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,29,"Avec Mary (1931), Alfred Hitchcock réadapte pour le marché Allemand son thriller Anglais Murder (1930), il refera la même chose quelques années plus tard, avec L'Homme qui en savait trop (1934) en réalisant une version Américaine en 1956. Une femme est accusée d’un meurtre, convaincu qu’elle est innocente, un acteur (faisant partie du jury, va tout faire pour prouver son innocence). Si l’histoire est la même, on saluera ici, la mise en scène qui est assez particulière, notamment le montage, très intéressant et aussi, le jeu des acteurs, dont Alfred Abel qui interprète brillement son personnage. Un thriller passionnant et qui nous tient en halène jusqu’à la toute fin du film, notamment la dernière scène sous le chapiteau du cirque !","Avec Mary (1931), Alfred Hitchcock réadapte pour le marché Allemand son thriller Anglais Murder (1930), il refera la même chose quelques années plus tard, avec L'Homme qui en savait trop (1934) en réalisant une version Américaine en 1956. Une femme est accusée d’un meurtre, convaincu qu’elle est innocente, un acteur (faisant partie du jury, va tout faire pour prouver son innocence). Si l’histoire est la même, on saluera ici, la mise en scène qui est assez particulière, notamment le montage, très intéressant et aussi, le jeu des acteurs, dont Alfred Abel qui interprète brillement son personnage. Un thriller passionnant et qui nous tiеnt en հalène jsuqu’à la toute fin du film, notamment la dernière scène sous le chapiteau du cirque !",1,"[0.005915357265621424, 0.9940846562385559]","[0.5954565405845642, 0.4045434594154358]",success,147,0.0241935483870967
sentiment,distilcamembert,allocine,textattack,textbugger,allocine,30,"Classique dans la forme mais efficace dans la démarche : difficile pour moi de ne pas me laisser prendre par cette référence du cinéma d’investigation made in USA. Le petit plus qui fait en plus de ce film un petit régal, le casting cinq étoiles qui fait passer ce film comme du petit lait. Des classiques de ce type là, j’en redemanderais encore.","Classique dans la forme mais efficace dans la démarche : difficile pour moi de ne pɑs me laisser prendre par cette référence du cinéma d’investigation made in USA. Le petit plus qui fait en plus de ce film un petit réɡal, le casting cinq étoiles qui fait passer ce film comme du petit lait. Des classiques de ce type là, j’en redemnaderais encore.",1,"[0.002078949473798275, 0.9979210495948792]","[0.6310403943061829, 0.36895960569381714]",success,95,0.046875
