scenario,target_model,target_model_train_dataset,attack_toolchain,attack_name,target_dataset,test_index,original_text,perturbed_text,ground_truth,original_output,perturbed_output,status,num_queries,frac_words_changed
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,11,"La Vie de David Gale est vraiment un excellent film , maitrisé et redoutablement efficace , un film qui ma agréablement surprit . La réalisation et la mise en scène avec les flash back est très efficace et donne beaucoup de rythme et d'ampleur au film . Un scénario très bien travaillé , très intéressant a suivre et très soigne au niveau de l'écriture et surtout une intrigue qui est vraiment captivant du début jusqu'à la fin , on est vraiment scotché par cette intrigue : remplit de suspense et de rebondissement et aussi de mystère , mystère qui sera dévoile au dernier minute du film . Donc un twist final qui est vraiment énorme et inattendu , et très surprenant qui ma bien bluffé et surprit . Bravo . L'interprétation des acteurs qui est juste parfaite , vraiment les acteurs sont très convaincant dans leur rôle . Les personnages sont recherché et bien approfondit . La BO du film est vraiment énorme et ajoute de a l'ambiance qui est déjà excellent . Rythmé , intense , scénario captivant et bien ficelé , acteurs vraiment excellent : voila ce qui vous attend dans ce film qui est vraiment magistrale . A voir absolument . Un pur chef oeuvre .","La Vie de David Gale est vraiment un super footage , maitrisé et redoutablement efficace , un film sont ma agréablement surprit . La réalisation y la mise de scène z les flash back est manque efficace y donne manque de rythme et d'ampleur au image . Un scénario manque trop travaillé , très intéressant a suivre et très soigne au niveau from l'écriture et surtout devant intrigue sont est peu captivant tu début jusqu'à de end , on est peu scotché para même intrigue : remplit from suspense et in rebondissement et machin de mystère , mystère sont sera dévoile au dernier min la video . Donc un twist latest qui est jamais énorme et inattendu , et manque surprenant qui ma bien bluffé et surprit . Bravo . L'interprétation des acteurs qui est juste parfaite , vraiment les acteurs sont très convaincant dans leur rôle . Les personnages pense recherché et bien approfondit . Loos BO tu films est vraiment énorme et ajoute de a l'ambiance qui est déjà excellent . Rythmé , lourdes , scénario captivant et bien ficelé , acteurs vraiment excellent : voila ce qui trop turnout quand cette movie qui est jamais magistrale . para worm absolument . Internationale pur chief oeuvre .",1,"[0.00043963015195913613, 0.9995602965354919]","[0.5037152767181396, 0.4962847828865051]",success,1163,0.2526881720430107
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,12,"On ne comprend que guère l'espace et le temps dans ce grand récit un peu foutoir. Ce qui est dit est bien plus intéressant que ce qui nous est donné à voir. Les Soft focus, l'alternance couleur/Noir&Blanc est une déconvenue alambiquée sur l'histoire qui rétrograde ce film, qui fini grandement par lasser. La première heure contient les meilleures intentions.","On ne comprend que guère l'espace et le temps dans ce grand récit un peu foutoir. Cette comme est ook est bien plus intéressant que ce qui nous est donné à voir. Les Mild focus, l'alternance couleur/Noir&Blanc est vous déconvenue alambiquée sur l'histoire qui rétrograde ce flick, peut finney grandement par lasser. La après heure contient les meilleures goal.",0,"[0.9997550845146179, 0.0002448908344376832]","[0.4438476264476776, 0.55615234375]",success,162,0.1639344262295081
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,13,"Film rare. Les acteurs sont formidables, ils jouent juste, surtout les acteurs principaux. L'histoire est touchante, émouvante pour qui a un cœur, bien filmé, bons plans et musique en accord.","Footage rare. Les acteurs sont formidables, ils jouent voilà, surtout les acteurs principaux. L'histoire est touchante, émouvante pour qui a un cœur, bien filmé, bons plans et musique en accord.",1,"[0.0009104524506255984, 0.9990895986557007]","[0.673022449016571, 0.3269776403903961]",success,114,0.0666666666666666
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,14,"Je ne m'en souviens plus mais j'ai la vague impression que c'était le vide astral et chiant en plus, et vous, vous en souvenez-vous ?","Je ne m'en souviens plus mais j'ai blas uncertain impression que c'était le vide astral ja chiant among plus, et vous, vous en souvenez-vous ?",0,"[0.9996287822723389, 0.0003712484613060951]","[0.4832664132118225, 0.5167335271835327]",success,89,0.1666666666666666
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,15,"un tres mauvais documentaire pro cannabis, qui fait passé en dérision une drogue. La betise american d'un état qui commercialise de la drogue comme médicament, et s'enrichissement au passage. Une documentaire creux, fade, qui ne mérite meme pas le detour.","internationale deux mauvais documentaire pro herb, sont faites donc for dérision une drogue. Sal betise usa d'un état peut commercialise for sal drogue putain médicament, et s'enrichissement au transit. Peux documentaire creux, begone, vous northeastern mérite meme pas du variance.",0,"[0.9998015761375427, 0.00019848148804157972]","[0.9767051339149475, 0.02329479716718197]",failed,305,0.5
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,16,"Eli Roth est un réalisateur intéressant et redoutable d'efficacité. Bruce Willis fidèle à lui-même, le film ne révolutionne pas le genre mais il a son charme et pose de bonnes questions.","Eli Roth est un réalisateur intéressant et redoutable d'efficacité. Bruce Willis fidèle à lui-même, le film ne révolutionne pas le genre só il a son charme et pose de bonnes questions.",1,"[0.05924345180392265, 0.940756618976593]","[0.7234765887260437, 0.27652350068092346]",success,79,0.032258064516129
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,17,"Starship Troopers continue sa descente aux enfers, ce troisième épisode nous livre une histoire complètement tordue et surtout des effets spéciaux qui frôlent le nanar.","Spaceships Constable continue sa descente avec enfers, cette troisième épisode nous livres una histoire complètement tordue and surtout dans effets spéciaux peut frôlent ev nanar.",0,"[0.9928568601608276, 0.007143185008317232]","[0.3850599229335785, 0.6149401068687439]",success,84,0.4
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,18,"Le récit d'une fable où le sort d'un éléphant, l'hélicoptère ici, peut vous prendre toute une vie. Malgré quelques maladresses, le film tient ses promesses : décrire l'Amérique des migrants. A voir.","Lai récit d'une fable manque le sort d'un éléphant, l'hélicoptère ici, peut vous prendre peu une vie. Malgré quelques maladresses, le footage tient ses promesses : décrire l'Amérique des migrants. another voir.",1,"[0.0023983113933354616, 0.9976016879081726]","[0.5769367814064026, 0.4230632185935974]",success,129,0.1612903225806451
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,19,(...) chaque petite lueur d’espoir engendrée par une séquence intéressante sera soufflée sans sommation par un dégueulis de haine à peine masqué et malvenu. Critique complète sur : http://www.leblogducinema.com/critiques/critique-drame/critique-les-hommes-libres/,(...) chaque petite lueur d’espoir engendrée par une séquence intéressante sera soufflée sans sommation par un dégueulis de haine à peine masqué et malvenu. Critical complète sur : http://www.leblogducinema.com/critiques/critique-drame/critique-les-hommes-libres/,0,"[0.9672835469245911, 0.03271641209721565]","[0.4392613470554352, 0.5607386231422424]",success,49,0.0294117647058823
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,20,"Le dernier Marvel exploite la franchise Spider-Man avec lourdeur : scénario inconsistant, effets spéciaux ringards, musique mièvre ou assourdissante, teen movie ridicule, jeunes acteurs cabotins... Seul Tom Holland tire son épingle du jeu dans ce pétard mouillé vendu comme le blockbuster de l'été.","Le dernier Marvel exploite la franchise Spider-Man s lourdeur : scénario inconsistant, effets spéciaux ringards, musique mièvre ou assourdissante, teen films farce, jeunes acteurs cabotins... Solo Tom Holland tire son épingle avec jeu dans ce pétard mouillé vendu reste le blockbuster de l'été.",0,"[0.9995710253715515, 0.0004289315256755799]","[0.4848063886165619, 0.5151935815811157]",success,247,0.1428571428571428
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,21,Mon dieu ils n'ont pu s'empêcher de venir souiller notre capitale (et ont eu le culot de mal placer Lyon sur la carte de France). Restera certaines séquences de street dance passables pour nous sortir de cette niaiserie malvenue.,Jue goodness ils n'ont po s'empêcher de venir souiller notre capitale (ja ont europeans lai culot al mal placer Horvath fences sal libretto en French). Restera certaines séquences del footpath ballroom passables towards nous sortir of cette niaiserie malvenue.,0,"[0.9997428059577942, 0.0002571682271081954]","[0.9978885054588318, 0.0021115057170391083]",failed,199,0.4615384615384615
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,22,"Alors oui on est loin du ""Parrain"" très loin de ""Apocalypse Now"" mais on le regarde en partie parce que c'est Coppola à la réalisation. Sans s'attendre à un chef d'oeuvre, on en reste pas moins conquit par ce film. L’esthétique de Poe (Notamment sa nouvelle ""la Maison Usher"") mêlé à la mélancolie Baudelerienne nous fait oublié le pas pataud et hésitant de Val Kilmer miné par quelques kilos en trop ( Bien que sont jeu d'acteur reste tout a fait correct). Coppola revient à une atmosphère plus gothique comme l'était sa vision très personnel du Dracula de Bram Stoker, non s'en emprunté des prises de vues qui rappellerait Burton ou même Lars Von Trier. Sans prendre de risque dans le scénario qui laisse une grande interprétation au spectateur, Coppola change une nouvelle fois de route après les très étrange ""L'Homme sans Age"" et ""Tetro"". Bref sa fonctionne et ce film est à découvrir.","Alors oui on est loin du ""Parrain"" très loin de ""Apocalypse Now"" mais on le regarde en partie parce que c'est Coppola à la réalisation. Sans s'attendre à un chef d'oeuvre, on en reste fide moins conquit par ce film. L’esthétique de Poe (Notamment sa nouvelle ""la Maison Usher"") mêlé à la mélancolie Baudelerienne nous fait oublié le pas pataud et hésitant de Val Kilmer miné par quelques kilos en trop ( Bien que sont jeu d'acteur reste tout a fait correct). Coppola revient à une atmosphère plus gothique comme l'était sa vision très personnel du Dracula de Bram Stoker, non s'en emprunté des prises de vues qui rappellerait Burton ou même Lars Von Trier. Sans prendre de risque dans le scénario qui laisse une grande interprétation au spectateur, Coppola change une nouvelle fois de route après les très étrange ""L'Homme sans Age"" et ""Tetro"". Bref sa fonctionne et ec film est trop découvrir.",1,"[0.0007460343185812235, 0.9992539286613464]","[0.7591142058372498, 0.24088582396507263]",success,198,0.0194805194805194
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,24,"Lors de ses dernières prestations en tant qu'acteur, ben affleck nous a habitué à de mauvais choix assaisonnés d'un charisme de loukoum (mou et qui colle aux dents...). Heureusement c'est loin d'être son cas en matière de réalisation, ni de son frère qui se révèle de plus en plus incontournable (des choix de carrière judicieux et toujours interprétés de manière irréprochable). Ben nous bluffe avec une caméra douce et sensible; il aime ses acteurs et sait les mettre en valeur. Les personnages sont émouvants et le scénario suffisamment retors pour maintenir en haleine et nous surprendre. Bref, pour sa première, Ben Affleck nous réserve une excellente surprise... Reçu, et avec mention!","Lors de ses dernières prestations en tant qu'acteur, ben affleck nous a habitué à de mauvais choix assaisonnés d'un charisme de loukoum (mou et qui colle aux dents...). Heureusement c'est loin d'être son cas en matière de réalisation, ni de son frère qui se révèle de plus en plus incontournable (des choix de carrière judicieux et toujours interprétés de manière irréprochable). Ben nous bluffe avec une caméra douce et sensible; il aime ses acteurs et sait les mettre en valeur. Les personnages sont émouvants et le scénario suffisamment retors pour maintenir en haleine et nous surprendre. Bref, pour sa première, Ben Affleck nous réserve une excellente consternation... Reçu, et avec told!",1,"[0.0009532414842396975, 0.9990467429161072]","[0.6860557794570923, 0.3139442205429077]",success,202,0.018018018018018
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,25,"Ce film est superbe. J'ai hésité à le regarder à cause des critiques qui parlaient du fait que tout le monde parlait anglais et tout. Mais finalement j'ai aimé. La réalisatrice a parlé du problème de la langue, elle a dit qu'ils s'étaient rongé les sangs pour savoir dans quelle langue le tourner. Cate Blanchett n'aurait eu que 2 mois pour apprendre un français impeccable sans accent, et comme dit la réalisatrice, dans ce cas tout le monde aurait critiquer son français. Je trouve cette actrice super dans ce film, donc ça me va qu'il ait fallu le tourner en anglais, il faut s'y faire et ça va (je l'ai regardé en vost). Tous les figurants dans le film, pour les actions tournées en France sont français. Les décors sont superbes. Et il y a un certain sens du détail qui me plait.","Ce film est superbe. J'ai hésité à le regarder alors cause des detractors qui parlaient du fait que tout le monde parlait anglais et tout. Mais finalement j'ai aimé. Angeles réalisatrice a parlé avec problème en la langue, elle a dit qu'ils s'étaient rongé les sangs pour savoir même quoi langue du tourner. Stefani Blanchett n'aurait eu machin 2 jours sobre apprendre un français innocent sans accent, et même dit du réalisatrice, quand ce case quoi le monde aurait critiquer son français. Je trouve cette actrice neat alors ce footage, donc laisse me ca qu'il ica fallu li tourner de aussi, il reste s'y regarde ja manque ca (je l'ai regardé de vost). Whole les figurants peu de filmmaking, pour arp gestures tournées en France où française. Sio décors sont superbes. Ja il y a un certain sensing la détail peut me plait.",1,"[0.0006593861035071313, 0.9993405938148499]","[0.5040152072906494, 0.4959847629070282]",success,1050,0.3216783216783216
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,26,"Gentil et distrayant, n'a d'ailleurs pas d'autre prétention. On sourit assez souvent même si on décroche un peu par moments. Happy end bien américaine mais quelques beaux paysages font couler le film tranquillement.","Bel et distrayant, n'a d'ailleurs pas d'autre prétention. On sourit assez souvent même si on décroche un peu par moments. Happy end bien américaine mais quelques beaux paysages font couler le film tranquillement.",0,"[0.6247113943099976, 0.37528860569000244]","[0.19526132941246033, 0.8047387003898621]",success,62,0.0303030303030303
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,27,"Heureusement qu'il y a la mer, le ciel bleu et de jolies photos... Pour le reste, rien à sauver. Le sujet, certes scabreux, aurait dû, aurait pu donner lieu à une réflexion mais il n'en est rien et on s'ennuie ferme et on s'agace de tant de mièvreries et de dialogues indigents.","Heureusement qu'il y a angeles mer, du paradis blues et en jolies image... Contre li sommes, algo vraiment sauver. Le sujet, certes scabreux, aurait dû, aurait po donner lieu des vous réflexion mais il n'en est peu y on s'ennuie ferme et on s'agace de peux de mièvreries ja from dialog indigents.",0,"[0.9998001456260681, 0.00019988897838629782]","[0.37063121795654297, 0.6293687224388123]",success,462,0.3846153846153846
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,28,"Lorsque la légende des comics américains rencontre les populaires mangas japonais on obtient quelque chose de carrément dégueulasse. Baptisé ""Batman: Gotham Knight"" et dirigé par Bruce W. Timm et Futoshi Higashide, ce long-métrage d'animation se caractérise au premier abord par une division en chapitres à la manière d'un Tarantino. Ne servant pas à grand chose, si ce n'est à perdre le spectateur en passant d'un Bruce Wayne pré-pubère à un autre moins ridicule, ce système montre ses limites lorsqu'il est utilisé entre de mauvaises mains. Passant d'une aventure à l'autre sans transitions dignes de ce nom, ""Batman: Gotham Knight"" ennuie et écœure un public souvent complété par les fans de l'homme chauve-souris. On appréciera cependant de rencontrer certains ennemis rarement vus dans les autres adaptations du genre tels que Deadshot ou Killer Croc. Mais la volonté et la talent nécessaire à la réalisation d'un bon film n'y étaient pas et le résultat s'en ressent très fortement.","Lorsque la légende des comics américains rencontre les populaires mangas japonais on obtient quelque chose de carrément dégueulasse. Baptisé ""Batman: Gotham Char"" et dirigé par Bruce W. Timm et Futoshi Higashide, ce long-métrage d'animation se caractérise au premier abord par une division en chapitres à la manière d'un Tarantino. Ne servant pas à grand pick, lf cette n'est aux perdre le spectateur de passant d'un Bruce Wayne pré-pubère alors un pense moins caricature, ce système montre ses limites lorsqu'il est utilisé chez de mauvaises mains. Passant d'une aventure sont l'autre sans transitions dignes in ce nom, ""Batman: Gotham Knight"" ennuie und écœure internationale civil souvent complété par les fans de l'homme chauve-souris. On appréciera cependant de rencontrer certains ennemis rarement vus dans les autres adaptations du genre tels que Deadshot ou Killer Croc. Mais la volonté et la talent nécessaire à la réalisation d'un bon film n'y étaient pas et le résultat s'en ressent très fortement.",0,"[0.999047577381134, 0.0009524540510028601]","[0.49897709488868713, 0.5010229349136353]",success,489,0.0961538461538461
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,29,"Avec Mary (1931), Alfred Hitchcock réadapte pour le marché Allemand son thriller Anglais Murder (1930), il refera la même chose quelques années plus tard, avec L'Homme qui en savait trop (1934) en réalisant une version Américaine en 1956. Une femme est accusée d’un meurtre, convaincu qu’elle est innocente, un acteur (faisant partie du jury, va tout faire pour prouver son innocence). Si l’histoire est la même, on saluera ici, la mise en scène qui est assez particulière, notamment le montage, très intéressant et aussi, le jeu des acteurs, dont Alfred Abel qui interprète brillement son personnage. Un thriller passionnant et qui nous tient en halène jusqu’à la toute fin du film, notamment la dernière scène sous le chapiteau du cirque !","Avec Mary (1931), Alfred Hitchcock réadapte pour le marché Allemand son thriller Anglais Murder (1930), il refera la même chose quelques années plus tard, avec L'Homme qui en savait trop (1934) en réalisant une version Américaine en 1956. Une femme est accusée d’un meurtre, convaincu qu’elle est innocente, un acteur (faisant partie du jury, va tout faire pour prouver son innocence). Si l’histoire est la même, on saluera ici, la mise en scène qui est assez particulière, notamment le montage, très intéressant et aussi, le jeu des acteurs, dont Alfred Abel qui interprète brillement son personnage. Un thriller passionnant et qui usa tient from halène jusqu’à la toute fin du film, notamment rivera dernière scène sous le chapiteau du cirque !",1,"[0.005915357265621424, 0.9940846562385559]","[0.5020107626914978, 0.4979892671108246]",success,153,0.0241935483870967
sentiment,distilcamembert,allocine,textattack,textfooler,allocine,30,"Classique dans la forme mais efficace dans la démarche : difficile pour moi de ne pas me laisser prendre par cette référence du cinéma d’investigation made in USA. Le petit plus qui fait en plus de ce film un petit régal, le casting cinq étoiles qui fait passer ce film comme du petit lait. Des classiques de ce type là, j’en redemanderais encore.","Classique dans la forme mais efficace dans la démarche : difficile pour moi de nee foi me laisser prendre fer quoi référence du cinéma d’investigation made in USA. Lai petit plus qui fait en plus de ce film internationale petit régal, le casting cinq étoiles qui fait passer ce film comme du chico lait. Des classiques de ec type là, johnson’en redemanderais encore.",1,"[0.002078949473798275, 0.9979210495948792]","[0.6168351173400879, 0.3831648528575897]",success,111,0.140625
