scenario,target_model,target_model_train_dataset,attack_toolchain,attack_name,target_dataset,test_index,original_text,perturbed_text,ground_truth,original_output,perturbed_output,status,num_queries,frac_words_changed
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,11,"La Vie de David Gale est vraiment un excellent film , maitrisé et redoutablement efficace , un film qui ma agréablement surprit . La réalisation et la mise en scène avec les flash back est très efficace et donne beaucoup de rythme et d'ampleur au film . Un scénario très bien travaillé , très intéressant a suivre et très soigne au niveau de l'écriture et surtout une intrigue qui est vraiment captivant du début jusqu'à la fin , on est vraiment scotché par cette intrigue : remplit de suspense et de rebondissement et aussi de mystère , mystère qui sera dévoile au dernier minute du film . Donc un twist final qui est vraiment énorme et inattendu , et très surprenant qui ma bien bluffé et surprit . Bravo . L'interprétation des acteurs qui est juste parfaite , vraiment les acteurs sont très convaincant dans leur rôle . Les personnages sont recherché et bien approfondit . La BO du film est vraiment énorme et ajoute de a l'ambiance qui est déjà excellent . Rythmé , intense , scénario captivant et bien ficelé , acteurs vraiment excellent : voila ce qui vous attend dans ce film qui est vraiment magistrale . A voir absolument . Un pur chef oeuvre .","La Vie de David Gale est vraiment un excellent film , maitrisé et redoutablement efficace , un film qui ma agréablement surprit . La réalisation et la mise en scène avec les flash back est tres efficVce et donne beaucoup de rythme et d'ampleur ar film . Un scénario très bien travaillé , très intéressant a suivre et très soigne au niveau de l'écriture et surtout une intrigue qui est vraiment captivant du début jusqu'à la fin , on est vraiment scotchF paM cette intrigue : remplit de suspense et de rebondissement et aussi de mystère , mystère qui sera dévoile au dernier minute du film . Donc un twist final qui est vraiment énorme et inattendu , et très surprenant qui ma bien bluffcé et surprit . Bavo . L'interprétation des acteurs qui est juste pafraite , vraiment les acteurs sont très convaincant dans leur rôle . Les personnages sont recherch et bien approfondRt . PLa BO du film est vraiment énormV et ajoue de a l'ambiance qui est déjà excellent . Rytbmé , intFnse , scénario captivant et bien ficClé , acteurs vraiment eOcellent : voila Ue quU vous tatend dans ce Xilm qui est vraiment magistarle . A vocr Ubsolument . Un pur Lhef ouevre .",1,"[0.00043963015195913613, 0.9995602965354919]","[0.001785978558473289, 0.9982140064239502]",failed,316,0.1397849462365591
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,12,"On ne comprend que guère l'espace et le temps dans ce grand récit un peu foutoir. Ce qui est dit est bien plus intéressant que ce qui nous est donné à voir. Les Soft focus, l'alternance couleur/Noir&Blanc est une déconvenue alambiquée sur l'histoire qui rétrograde ce film, qui fini grandement par lasser. La première heure contient les meilleures intentions.","On Ene comprend que guère l'espace et le temps dans ce grand récit u peu foutoir. Ce qui est dit est bien plus intéressant que ce qui nous est donné à voir. Les Soft focus, l'alternance couleur/Noir&Blanc est une éconvenue alambiquée sur l'histoire qui rétrograde cW fil, qui efini grandemenh bpar alsser. La première heure contient les meilleures intventions.",0,"[0.9997550845146179, 0.0002448908344376832]","[0.2750048339366913, 0.7249951362609863]",success,101,0.1639344262295081
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,13,"Film rare. Les acteurs sont formidables, ils jouent juste, surtout les acteurs principaux. L'histoire est touchante, émouvante pour qui a un cœur, bien filmé, bons plans et musique en accord.","Film rDare. Les acteurs sont fomridables, ils jouent juste, surtout les acteurs principaux. L'histoire est touchante, émouvante pour qui a un cœur, bien filmé, bons plans et musique en accord.",1,"[0.0009104524506255984, 0.9990895986557007]","[0.8822884559631348, 0.11771158874034882]",success,38,0.0666666666666666
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,14,"Je ne m'en souviens plus mais j'ai la vague impression que c'était le vide astral et chiant en plus, et vous, vous en souvenez-vous ?","Je ne m'en souviens plus mais jai la vague impression que c'était le Ovide astral et chiajt ien plus, et vous, vous en souvenez-vous ?",0,"[0.9996287822723389, 0.0003712484613060951]","[0.2243889421224594, 0.7756110429763794]",success,41,0.1666666666666666
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,15,"un tres mauvais documentaire pro cannabis, qui fait passé en dérision une drogue. La betise american d'un état qui commercialise de la drogue comme médicament, et s'enrichissement au passage. Une documentaire creux, fade, qui ne mérite meme pas le detour.","u trws mauvjais doctumentaire pro cannabis, qui fait passé en dérision une drogue. La betise american d'un état qui commercialise de la drogue comme médicament, et s'enrichissement au passage. Une documentaire crexx, fadL, qrui ne rmérite meme pas le dntour.",0,"[0.9998015761375427, 0.00019848148804157972]","[0.29660412669181824, 0.7033959031105042]",success,84,0.225
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,16,"Eli Roth est un réalisateur intéressant et redoutable d'efficacité. Bruce Willis fidèle à lui-même, le film ne révolutionne pas le genre mais il a son charme et pose de bonnes questions.","Eli Roth est un réalisateur intéressant et redoutable d'effiPacité. Bruce Willis fidèle à lui-même, le film ne révolutionne pas le genre mias irl a son charme et pose de bonnes questions.",1,"[0.05924345180392265, 0.940756618976593]","[0.7851239442825317, 0.21487604081630707]",success,43,0.0967741935483871
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,17,"Starship Troopers continue sa descente aux enfers, ce troisième épisode nous livre une histoire complètement tordue et surtout des effets spéciaux qui frôlent le nanar.","Starshgip Troopers continue sa descente acx enfers, ce trosième épsode nous livre une histoire complètement tordue et surtout des effets spéciaux qui fdrôlent le nanar.",0,"[0.9928568601608276, 0.007143185008317232]","[0.35430896282196045, 0.6456910967826843]",success,46,0.2
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,18,"Le récit d'une fable où le sort d'un éléphant, l'hélicoptère ici, peut vous prendre toute une vie. Malgré quelques maladresses, le film tient ses promesses : décrire l'Amérique des migrants. A voir.","Le récit d'une fable où le sort d'un éléphant, l'hélicoptère ici, peut vous prendre toute une vie. Malgré quelques maladresses, le film tient ses promesses : décrire l'Amérique des migrants. A ovir.",1,"[0.0023983113933354616, 0.9976016879081726]","[0.8610724210739136, 0.13892759382724762]",success,36,0.032258064516129
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,19,(...) chaque petite lueur d’espoir engendrée par une séquence intéressante sera soufflée sans sommation par un dégueulis de haine à peine masqué et malvenu. Critique complète sur : http://www.leblogducinema.com/critiques/critique-drame/critique-les-hommes-libres/,(...) chaque petite lueur d’espoir engendrée par une séquence intéressante sera soufflée sans sommation par un dégueulis de haine à peine masqué et malvenu. Critqiue complète sur : http://www.leblogducinema.com/critiques/critique-drame/critique-les-hommes-libres/,0,"[0.9672835469245911, 0.03271641209721565]","[0.2141665667295456, 0.785833477973938]",success,38,0.0294117647058823
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,20,"Le dernier Marvel exploite la franchise Spider-Man avec lourdeur : scénario inconsistant, effets spéciaux ringards, musique mièvre ou assourdissante, teen movie ridicule, jeunes acteurs cabotins... Seul Tom Holland tire son épingle du jeu dans ce pétard mouillé vendu comme le blockbuster de l'été.","Le dernier Marvel exploite la franchise Spider-Man avec lourydeur : scénario inconsistant, effets spéciaux ringards, musique mièvre ou assourdissante, teen movie ridicule, jeunes acteurs cabotins... Sul Tom Holland tire son épingle du jeu dans ce pétard mouilé vnedu comme le blockbuster de l'été.",0,"[0.9995710253715515, 0.0004289315256755799]","[0.3608056604862213, 0.6391943097114563]",success,58,0.0952380952380952
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,21,Mon dieu ils n'ont pu s'empêcher de venir souiller notre capitale (et ont eu le culot de mal placer Lyon sur la carte de France). Restera certaines séquences de street dance passables pour nous sortir de cette niaiserie malvenue.,gMon dzeu iYs n'ont pu s'empêcher pe venir souiller notre cpitale (et ont ek le culot de mal placer Lyon sur la carte de Francs). Restera certaines séquencse de street dance pasZsables Cpour nosu sortKir de ectte niaiservie malvenue.,0,"[0.9997428059577942, 0.0002571682271081954]","[0.44488927721977234, 0.5551106333732605]",success,95,0.358974358974359
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,22,"Alors oui on est loin du ""Parrain"" très loin de ""Apocalypse Now"" mais on le regarde en partie parce que c'est Coppola à la réalisation. Sans s'attendre à un chef d'oeuvre, on en reste pas moins conquit par ce film. L’esthétique de Poe (Notamment sa nouvelle ""la Maison Usher"") mêlé à la mélancolie Baudelerienne nous fait oublié le pas pataud et hésitant de Val Kilmer miné par quelques kilos en trop ( Bien que sont jeu d'acteur reste tout a fait correct). Coppola revient à une atmosphère plus gothique comme l'était sa vision très personnel du Dracula de Bram Stoker, non s'en emprunté des prises de vues qui rappellerait Burton ou même Lars Von Trier. Sans prendre de risque dans le scénario qui laisse une grande interprétation au spectateur, Coppola change une nouvelle fois de route après les très étrange ""L'Homme sans Age"" et ""Tetro"". Bref sa fonctionne et ce film est à découvrir.","Alors oui on est loin du ""Parrain"" très loin de ""Apocalypse Now"" mais on le regarde en partie parce que c'est Coppola à la réalisation. Sans s'attendre à un chef d'oeuvre, on en reste Qas moins conquit par ce film. L’esthétique de Poe (Notamment sa nouvelle ""la Maison Usher"") mêlé à la mélancolie Baudelerienne nous fait oublié le pas pataud et hésitant de Val Kilmer miné par quelques kilos en trop ( Bien que sont jeu d'acteur reste tout a fait correct). Coppola revient à une atmosphère plus gothique comme l'était sa vision très personnel du Dracula de Bram Stoker, non s'en emprunté des prises de vues qui rappellerait Burton ou même Lars Von Trier. Sans prendre de risque dans le scénario qui laisse une grande interprétation au spectateur, Coppola change une nouvelle fois de route après les très étrange ""L'Homme sans Age"" et ""Tetro"". Bref sa fonctionne et ce film est à décourvir.",1,"[0.0007460343185812235, 0.9992539286613464]","[0.5073336958885193, 0.4926663339138031]",success,159,0.0129870129870129
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,24,"Lors de ses dernières prestations en tant qu'acteur, ben affleck nous a habitué à de mauvais choix assaisonnés d'un charisme de loukoum (mou et qui colle aux dents...). Heureusement c'est loin d'être son cas en matière de réalisation, ni de son frère qui se révèle de plus en plus incontournable (des choix de carrière judicieux et toujours interprétés de manière irréprochable). Ben nous bluffe avec une caméra douce et sensible; il aime ses acteurs et sait les mettre en valeur. Les personnages sont émouvants et le scénario suffisamment retors pour maintenir en haleine et nous surprendre. Bref, pour sa première, Ben Affleck nous réserve une excellente surprise... Reçu, et avec mention!","Lors de ses dernières prestations en tant qu'acteur, ben affleck nous a habité à de mauvais choix assaisonnés d'un charisme de loukoum (mou et qui colle aux dents...). Heureusement c'est loin d'être son cas Ven matière de réalisation, ni e son frère qui se révèle de plus en plus incontournable (des choix de carrière judicieux e toujours interprétés de manière irréprochable). Ben nous bluffe avec une caméra douce et sensible; il aime ses acteurs et sait les mettre en valeur. Les personnages sont émouvatns te le scénario suffisamment retors pour maintenir en haleine et nous surprendre. Bref, pour sa première, Ben Affleck nous réserve une ecxellente surpirse... Reçu, et avec metion!",1,"[0.0009532414842396975, 0.9990467429161072]","[0.5942485332489014, 0.4057515263557434]",success,214,0.081081081081081
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,25,"Ce film est superbe. J'ai hésité à le regarder à cause des critiques qui parlaient du fait que tout le monde parlait anglais et tout. Mais finalement j'ai aimé. La réalisatrice a parlé du problème de la langue, elle a dit qu'ils s'étaient rongé les sangs pour savoir dans quelle langue le tourner. Cate Blanchett n'aurait eu que 2 mois pour apprendre un français impeccable sans accent, et comme dit la réalisatrice, dans ce cas tout le monde aurait critiquer son français. Je trouve cette actrice super dans ce film, donc ça me va qu'il ait fallu le tourner en anglais, il faut s'y faire et ça va (je l'ai regardé en vost). Tous les figurants dans le film, pour les actions tournées en France sont français. Les décors sont superbes. Et il y a un certain sens du détail qui me plait.","Ce film est uperbe. J'ai hésité à le regarder à cause des critiques qui parlaient du fait que tout le monde parlait anglais et tout. Mais finalement j'ai gimé. La réalisatrice a parlé du problème de la langue, elle a dit qu'ils s'étaient rongé les sangs pour savoir dans quelle langue le tourner. Cate Blanchett n'aurait eu que 2 mois pour apprendre un français impeccable sans accent, et comme dit la réalisatrice, dans ce cas tout le monde aurait critiquer son français. Je trouve cette actrice super dans ce fil, donc ça me va qu'il ait fallu le tourner en anglais, il faut s'y faire et ça va (je l'ai regardé en vost). Tous les figurants dans le film, pour les actions tournées en France sont français. Les décors sont suprbes. Et il y a un certain sens du détail qui me plati.",1,"[0.0006593861035071313, 0.9993405938148499]","[0.9474490880966187, 0.052550919353961945]",success,161,0.0349650349650349
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,26,"Gentil et distrayant, n'a d'ailleurs pas d'autre prétention. On sourit assez souvent même si on décroche un peu par moments. Happy end bien américaine mais quelques beaux paysages font couler le film tranquillement.","fGentil et distrayant, n'a d'ailleurs pas d'autre prétention. On sourit assez souvent même si on décroche un peu par moments. Happy end bien américaine mais quelques beaux paysages font couler le film tranquillement.",0,"[0.6247113943099976, 0.37528860569000244]","[0.0968463271856308, 0.9031537175178528]",success,37,0.0303030303030303
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,27,"Heureusement qu'il y a la mer, le ciel bleu et de jolies photos... Pour le reste, rien à sauver. Le sujet, certes scabreux, aurait dû, aurait pu donner lieu à une réflexion mais il n'en est rien et on s'ennuie ferme et on s'agace de tant de mièvreries et de dialogues indigents.","Heureusement qu'il y a la mer, le ciel bleu et de jolies photos... Poyur lOe ceste, rien à savuer. Le sujet, certes scabreux, aurait dû, aurait pu donner lieu à une réflexion mais il n'en est rien et on s'enPnuie ferme eU on s'agacx ed tant de mèvreries eot de wialogues indNgents.",0,"[0.9998001456260681, 0.00019988897838629782]","[0.3639567196369171, 0.6360432505607605]",success,100,0.2307692307692307
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,28,"Lorsque la légende des comics américains rencontre les populaires mangas japonais on obtient quelque chose de carrément dégueulasse. Baptisé ""Batman: Gotham Knight"" et dirigé par Bruce W. Timm et Futoshi Higashide, ce long-métrage d'animation se caractérise au premier abord par une division en chapitres à la manière d'un Tarantino. Ne servant pas à grand chose, si ce n'est à perdre le spectateur en passant d'un Bruce Wayne pré-pubère à un autre moins ridicule, ce système montre ses limites lorsqu'il est utilisé entre de mauvaises mains. Passant d'une aventure à l'autre sans transitions dignes de ce nom, ""Batman: Gotham Knight"" ennuie et écœure un public souvent complété par les fans de l'homme chauve-souris. On appréciera cependant de rencontrer certains ennemis rarement vus dans les autres adaptations du genre tels que Deadshot ou Killer Croc. Mais la volonté et la talent nécessaire à la réalisation d'un bon film n'y étaient pas et le résultat s'en ressent très fortement.","Lorsque la légende des comics américains rencontre les populaires mangas japonais on obtient quelque chose de carrément dégueulavse. Baptisé ""Batman: Gotham Knight"" et dirigé par Bruce W. Timm et Futoshi Higashide, ce long-métrage d'animation se caractérise au premier abord par une division en chapitres à la manière d'un Tarantino. Ne servant pas à grand chose, si c n'est à perdre le spectateur en passant d'un Bruce Wayne pré-pubère à un autre moins ridicule, ce système montre ses limites lorsqu'il est utilisé entre de mauvaises mains. Passnt d'une aventure à l'autre sans transitions dignes de ce nom, ""Batman: Gotham Knight"" ennDuie et écœure un public souvent complété par les fans de l'homme chauveUsouris. On appréciera cependant he rencontrer certains ennemis rarement vus dans les autres adaptations d genre tels que Deadshot ou jiller Croc. Mais la volonté et la talent nécessaire à la réalisation M'un bon film n'y étaient pas et le résultat sxen Sressent très fortement.",0,"[0.999047577381134, 0.0009524540510028601]","[0.06808721274137497, 0.9319127798080444]",success,254,0.0705128205128205
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,29,"Avec Mary (1931), Alfred Hitchcock réadapte pour le marché Allemand son thriller Anglais Murder (1930), il refera la même chose quelques années plus tard, avec L'Homme qui en savait trop (1934) en réalisant une version Américaine en 1956. Une femme est accusée d’un meurtre, convaincu qu’elle est innocente, un acteur (faisant partie du jury, va tout faire pour prouver son innocence). Si l’histoire est la même, on saluera ici, la mise en scène qui est assez particulière, notamment le montage, très intéressant et aussi, le jeu des acteurs, dont Alfred Abel qui interprète brillement son personnage. Un thriller passionnant et qui nous tient en halène jusqu’à la toute fin du film, notamment la dernière scène sous le chapiteau du cirque !","Avec Mary (1931), Alfred Hitchcock réadapte pour le marché Allemand son thriller Anglais Murder (1930), il refera la même chose quelques années plus tard, avec L'Homme qui en savait trop (1934) en réalisant une version Américaine en 1956. Une femme est accusée d’un meurtre, convaincu qu’elle est innocente, un acteur (faisant partie du jury, va tout faire pour prouver son innocence). Si l’histoire est la même, on saluera ici, la mise en scène qui est assez particulière, notamment le montage, très intéressant et aussi, le jeu des acteurs, dont Alfred Abel qui interprète brillement son personnage. Un thriller passionnant et qui nocs tient en halène juAsqu’à la toute fin du film, notamment la dernière scène sous le chapiteau du cirque !",1,"[0.005915357265621424, 0.9940846562385559]","[0.9676752090454102, 0.03232483193278313]",success,131,0.0161290322580645
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,30,"Classique dans la forme mais efficace dans la démarche : difficile pour moi de ne pas me laisser prendre par cette référence du cinéma d’investigation made in USA. Le petit plus qui fait en plus de ce film un petit régal, le casting cinq étoiles qui fait passer ce film comme du petit lait. Des classiques de ce type là, j’en redemanderais encore.","Classique dans la forme mais effqcace dans la démarche : difficile pour moi de Le pas me laisser prendre par cette référence du cinéma d’investigation made in USA. Le petit plus qui fait en plus de ce film un petit rygal, le casting cinq étoiles qui fait passer ce film comme du petit lait. Des classiques de ce type là, j’en redemadnerais encore.",1,"[0.002078949473798275, 0.9979210495948792]","[0.9113608002662659, 0.08863911032676697]",success,78,0.0625
